konstruktsioon	S	13
konsulaat	S	5
konsul	S	6
konsultant	S	7
konsultatsioon	S	15
konsulteerima	V	5
kontakt	S	62
konteiner	S	10
kontekst	S	25
kontingent	S	5
kontor	S	57
kontrast	S	6
kontrollima	V	134
kontrollimine	S	20
kontroll	S	78
kont	S	24
kontseptsioon	S	22
kontserdisaal	S	15
kontsert	S	120
konts	S/S	18
kontuur	S	6
konventsioon	S	18
konverents	S	57
koobas	S	18
kood	S	14
kook	S/S	28
kooliaasta	S	6
kooliaed	S	6
kooliaeg	S	11
koolidirektor	S	9
koolikott	S	5
koolilaps	S	19
koolimaja	S	44
koolipink	S	6
koolipoiss	S	20
koolipõlv	S	5
koolipäev	S	7
kooliraha	S	6
koolitama	V	19
koolitamine	S	11
koolitee	S	7
koolitus	S	26
koolivend	S	7
kooliõpetaja	S	11
kooliõpilane	S	8
koolkond	S	8
koolmeister	S	13
kool	S	518
koomale	D	8
koomik	S	6
koomiline	A	7
koondama	V	38
koondamine	S	12
koondis	S	93
koonduma	V	23
koonduslaager	S	8
kooperatiiv	S	5
koopia	S	25
koorem	S	43
koorik	S	6
koorima	V	21
koormama	V	20
koormus	S	13
koor	S/S	38
kooruma	V	14
koos	D/S	706
kooselu	S	18
kooskõla	S	21
kooskõlastama	V	17
kooslus	S	7
koosnema	V	50
koosnev	A	21
koosolek	S	58
koosseis	S	88
koostama	V	92
koostamine	S	31
koost	D	5
koostöö	S	186
kopeerima	V	8
kopsakas	A	12
kops	S	17
kopter	S	15
koputama	V	41
koputus	S	10
kordama	V	146
kordaminek	S	6
kordamine	S	11
kordamööda	D	13
kord	D/S	1673
korduma	V	36
kordumine	S	9
kordus	S	10
korduv	A	8
korduvalt	D	38
koridor	S	117
koristaja	S	11
koristama	V	28
koristamine	S	6
korjama	V	85
kork	S	9
korpus	S	12
korraga	D	198
korraks	D	111
korralagedus	S	7
korral	D	153
korraldama	V	259
korraldamine	S	55
korraldav	A	5
korraldus	S	58
korralik	A	128
korralikult	D	77
korrapealt	D	7
korrapidaja	S	21
korrapärane	A	8
korrashoid	S	6
korrastama	V	18
korrastamine	S	19
korrektne	A	20
korrektselt	D	10
korrespondent	S	5
korrigeerima	V	11
korruptsioon	S	33
korrus	S	139
korrutama	V	12
korsten	S	33
korterinaaber	S	5
korteriperemees	S	5
korteriuks	S	7
korter	S	233
korvama	V	15
korv	S	43
kosk	S	24
kosmeetik	S	9
kosmos	S	16
kostev	A	16
kostma	V	229
kostuma	V	8
kostüüm	S	15
kosuma	V	14
kotkas	S	19
kotlet	S	11
kott	S/S	102
kraadiklaas	S	7
kraad	S	71
kraaksuma	V	6
kraam	S	30
kraana	S	7
kraanikauss	S	12
kraan	S	29
kraapima	V	17
kraaviperv	S	5
kraav	S	20
krabama	V	6
krae	S	19
krahvinna	S	27
krahv	S	8
krampis	D	6
kramplikult	D	12
kramp	S	7
krants	A/S	8
kratt	S	9
kreeklane	S	10
kreem	A/S	8
krematoorium	S	5
kreml	S	22
krevett	S	5
kribima	V	5
kriim	A/S	5
kriipima	V	8
kriips	S	21
kriiskama	V	10
kriis	S	66
kriitika	S	29
kriitik	S	53
kriitiline	A	22
kriminaalasi	S	68
kriminaalkoodeks	S	9
kriminaalne	A	7
krimpsutama	V	5
kripeldama	V	5
kristall	S	10
kristlane	S	9
kristlik	A	25
kristlus	S	10
kritiseerima	V	24
krobeline	A	5
krokodill	S	5
kroonima	V	6
kroonine	A/S	38
kroon	S	1299
kross	S/S	11
krunt	S	83
kruusaauk	S	5
kruusatee	S	12
kruus	S/S	37
kruvikeeraja	S	10
kruvima	V	6
kuberner	S	7
kude	S	11
kuduma	V	15
kuhi	S	28
kuhjama	V	15
kuhu	D	384
kuhugi	D	151
kuhupoole	D	6
kui	D	8600
kuidagi	D	267
kuidas	D	1200
kuid	D	2306
kuigi	D	591
kuigivõrd	D	26
kuivama	V	57
kuiv	A/S	78
kuivatama	V	26
kuivav	A	5
kuivem	A	7
kuivõrd	D	61
kujundama	V	59
kujundamine	S	16
kujund	S	18
kujundus	S	9
kujunema	V	142
kujunemine	S	15
kuju	S	121
kujutama	V	148
kujutamine	S	8
kujutav	A	8
kujuteldav	A	8
kujutis	S	9
kujutlema	V	41
kujutletav	A	5
kujutluspilt	S	10
kujutlus	S	49
kujutlusvõime	S	8
kukal	S	38
kukil	D	5
kukk	S	46
kukkuma	V/V	209
kukkumine	S	21
kukutama	V	24
kuldama	V	7
kuldne	A	54
kuldnokk	S	5
kuld	S	69
kulgema	V	48
kulgemine	S	9
kulgev	A	11
kulg	S	55
kullerkupp	S	7
kuller	S	24
kull	S	19
kulm	S	50
kulp	S	9
kultuurielu	S	8
kultuurikeskus	S	26
kultuurilugu	S	6
kultuurimaja	S	24
kultuuriministeerium	S	35
kultuuriminister	S	27
kultuuriosakond	S	13
kultuurisündmus	S	5
kultuuriüritus	S	5
kultuurne	A	7
kultuur	S	162
kulukas	A	15
kulul	D	8
kuluma	V	181
kulu	S/S	46
kulutama	V	98
kulutamine	S	9
kulutus	S	52
kumama	V	18
kuma	S	22
kumbki	P	91
kumb	P	42
kummaline	A	101
kummaliselt	D	15
kummardama	V	29
kummardus	S	7
kummatigi	D	6
kummik	S	10
kummipaat	S	6
kummitama	V/V	16
kummitus	S	9
kumm	S	20
kummuli	D	13
kummutama	V	8
kuna	D	370
kunagi	D	537
kunagine	A	84
kunas	D	7
kunde	S	6
kuni	D	709
kuninganna	S	20
kuningas	S	112
kuninglik	A	20
kuningriik	S	17
kunstielu	S	8
kunstikogu	S	6
kunstikool	S	16
kunstikriitik	S	5
kunstiline	A	15
kunstimuuseum	S	45
kunstiteadlane	S	6
kunstiteos	S	12
kunstlik	A	16
kunstnik	S	168
kunst	S	140
kupatama	V/V	6
kuppel	S	9
kupüür	S	7
kurat	S	116
kurb	A	92
kurbus	S	16
kurd	S/S	20
kurg	S	11
kuri	A/S	89
kuristik	S	17
kuritegelik	A	14
kuritegevus	S	30
kuritegu	S	73
kuritöö	S	5
kurjategija	S	77
kurjus	S	8
kurjustama	V	6
kurk	S/S	49
kurnama	V	17
kursant	S	6
kurss	S	87
kursus	S	37
kurt	A/S	23
kurtma	V	57
kurtmine	S	5
kurvalt	D	11
kurvastama	V	8
kurv	S	28
kusagil	D	123
kusagile	D	17
kusagilt	D	53
kus	D	1483
kusi	S	8
kusjuures	D	60
kuskil	D	77
kuskile	D	23
kuskilt	D	52
kust	D	320
kustuma	V	50
kustutama	V	50
kutsar	S	11
kutsekool	S	7
kutseline	A	6
kutse	S	47
kutsikas	S	22
kutsuma	V	462
kutsumine	S	5
kutsumus	S	7
kutsutu	S	5
kutsuv	A	8
kutt	S	15
kuub	S	73
kuueaastane	A	7
kuuekümnes	N	10
kuuene	A	6
kuues	N	30
kuulaja	S	38
kuulama	V	333
kuulamine	S	16
kuuldav	A	18
kuuldavalt	D	10
kuuldavasti	D	18
kuulduma	V	16
kuuldu	S	11
kuuldus	S	15
kuuletuma	V	6
kuulipilduja	S	8
kuulma	V	679
kuulmine	S	9
kuul	S	42
kuulsus	S	50
kuulujutt	S	13
kuuluma	V	410
kuulumine	S	14
kuulus	A	66
kuulutama	V	136
kuulutamine	S	14
kuulutus	S	19
kuuluv	A	92
kuuluvus	S	6
kuumama	V	5
kuum	A/S	105
kuumus	S	28
kuune	A	10
kuupäev	S	27
kuur	S/S	14
kuu	S	603
kuuseoks	S	13
kuusik	S	16
kuusk	S	67
kuuskümmend	N	24
kuus	N	167
kuus-seitse	N	6
kuusteist	N	8
kuut	S	14
kuuvalge	A/S	7
kvalifikatsioon	S	11
kvaliteetne	A	19
kvaliteet	S	54
kvantiteet	S	5
kvartal	S	39
kõditama	V	8
kõhe	A	22
kõhedus	S	11
kõhetu	A	5
kõhklemata	D	7
kõhklematult	D	5
kõhklema	V	25
kõhklus	S	17
kõhn	A	41
kõhnuke	A	5
kõht	S	102
kõhuvalu	S	5
kõige	D	933
kõigepealt	D	120
kõigest	D	95
kõigiti	D	12
kõigutama	V	12
kõikjal	D	44
kõikjale	D	6
kõik	P/S	3128
kõiksugu	D	13
kõikuma	V	22
kõikumine	S	14
kõikuv	A	12
kõikvõimalik	A	41
kõikvõimas	A	6
kõlama	V	121
kõla	S	11
kõlav	A	18
kõlbama	V	47
kõlblus	S	6
kõlbmatu	A	5
kõle	A	24
kõlvatu	A	9
kõmpima	V	7
kõmuleht	S	5
kõmu	S	7
kõndima	V	133
kõndimine	S	6
kõnealune	A	16
kõneleja	S	13
kõnelema	V	196
kõnelemine	S	8
kõnelev	A	7
kõnelus	S	34
kõneminut	S	7
kõnepruuk	S	6
kõnepult	S	6
kõne	S	157
kõnesolev	A	5
kõnetama	V	17
kõnnak	S	16
kõnnitee	S	39
kõrb	A/S/S	24
kõrbema	V	19
kõrge	A	235
kõrgeim	A	23
kõrgel	D	30
kõrgele	D	25
kõrgelt	D	38
kõrgem	A	118
kõrgemal	D	20
kõrgemale	D	36
kõrgemalt	D	12
kõrgendama	V	11
kõrgendik	S	7
kõrgetasemeline	A	5
kõrghoone	S	11
kõrgkool	S	21
kõrguma	V	21
kõrgune	A	16
kõrgus	S	66
kõri	S	31
kõrk	A	6
kõrs	S	8
kõrts	S	33
kõrval	D	310
kõrvaldama	V	23
kõrvaldamine	S	9
kõrvale	D	244
kõrvalhoone	S	10
kõrvaline	A	19
kõrvalseisja	S	7
kõrvalt	D	55
kõrvaltee	S	8
kõrvaltvaataja	S	5
kõrvetama	V	16
kõrv	S	199
kõrvu	D	23
kõrvutama	V	5
kõrvuti	D	41
kõu	S	5
kõuts	S	15
kõva	A	93
kõvasti	D	87
kõvem	A	14
kõvemini	D	10
kõver	A/S	20
käegakatsutav	A	8
käekell	S	9
käekiri	S	16
käekott	S	16
käekäik	S	15
käepärane	A	10
käes	D	102
käesolev	A	40
käest	D	121
käeulatus	S	12
kägaras	D	5
kägistama	V	6
kähe	A	8
kähku	D	33
käibel	D	6
käigus	D	74
käik	S	123
käima	V	1250
käimine	S	23
käis	S	12
käituma	V	82
käitumine	S	89
käiv	A	19
käive	S	62
käivitama	V	24
käivituma	V	14
kämping	S	7
känd	S	20
käpp	S	18
käputäis	S	5
kärakas	S	5
kära	S	13
käratama	V	23
kärbe	S	5
kärbes	S	23
kärgatama	V	7
käristama	V	12
kärme	A	7
kärnane	A	7
kärpima	V	25
kärsitu	A	11
käru	S	18
käsikiri	S	14
käsikäes	D	8
käsil	D	15
käsile	D	8
käsiraamat	S	6
käsi	S	1408
käsitlema	V	60
käsitlev	A	13
käsitlus	S	11
käsitsi	D	7
käsitöö	S	13
käsivars	S	25
käskima	V	79
käskkiri	S	18
käsk	S	94
käsn	S	5
käsutama	V	21
käsutus	S	27
käterätt	S	7
kätetöö	S	6
kätkema	V	8
kätteandmine	S	5
kätte	D	119
kättemaks	S	18
kättesaadav	A	15
kättesaamatu	A	6
kättesaamine	S	13
käänak	S	9
käänama	V	5
käärid	S	12
köha	S	5
köhima	V	9
köide	S	23
köietantsija	S	5
köis	S	37
köitev	A	9
köitma	V	27
kössitama	V	12
köster	S	13
köögilaud	S	7
köögiuks	S	5
köögivili	S	8
köök	S	138
kübar	S	20
kübe	S	7
kükitama	V	52
külaelanik	S	7
külaline	S	118
külalisetendus	S	5
külanõukogu	S	5
külarahvas	S	8
küla	S	181
külaskäik	S	23
külastaja	S	32
külastama	V	74
külastamine	S	7
külge	D	113
külg	S	153
külili	D	5
küljes	D	39
küljest	D	29
küllaga	D	18
küllaldane	A	8
küllaldaselt	D	12
küllalt	D	146
küllap	D	214
küllastuma	V	9
küll	D	1612
küllus	S	7
külm	A/S	255
külmem	A	11
külmetama	V	11
külmkapp	S	8
külmuma	V	20
külmus	S	6
külvama	V	22
kümmekond	N	69
kümme	N	350
kümneaastane	A	12
kümnendik	N/S	19
kümnend	S	7
kümnene	A	9
kümnes	N	24
küna	S	10
kündma	V	11
küngas	S	19
künnis	S	10
küps	A	23
küpsema	V	19
küpsetama	V	29
küpsetamine	S	9
küpsis	S	8
küsija	S	12
küsima	V	963
küsimine	S	5
küsimus	S	576
küsimärk	S	6
küsitav	A/S	17
küsitlema	V	15
küsitlus	S	34
küsiv	A	6
küte	S	10
kütkestama	V	5
kütma	V	30
küttepuu	S	6
kütt	S	33
kütus	S	92
küüditama	V	8
küüditamine	S	11
küünal	S	24
küünarnukk	S	30
küündima	V	22
küüniline	A	12
küün	S	15
küüslauk	S	6
küüs	S	23
laabuma	V	16
laadi	D	7
laadima	V/V	40
laad	S	32
laager	S	52
laas	S	33
laastama	V	8
laast	S	8
laat	S	12
labane	A	14
labasus	S	7
labidas	S	23
laboratoorium	S	12
labor	S	17
labürint	S	12
laduma	V	55
ladumine	S	7
ladu	S	24
ladus	A	5
laekuma	V	64
laenama	V	48
laen	S	117
laenutama	V	12
laevamees	S	8
laevastik	S	13
laev	S	250
lagastama	V	5
lage	A	21
lagedale	D	17
lagendik	S	16
lagipea	S	6
lagi	S	55
lagunema	V	48
lagunemine	S	15
lagunev	A	6
lahe	A	27
lahedalt	D	6
lahedasti	D	5
lahendama	V	96
lahendamine	S	47
lahendus	S	128
lahenema	V	15
lahing	S	40
lahinguväli	S	13
lahja	A	8
lahkama	V	6
lahkamine	S	5
lahkarvamus	S	5
lahke	A	45
lahkelt	D	18
lahkheli	S	7
lahku	D	15
lahkuja	S	12
lahkuma	V	267
lahkuminek	S	6
lahkumine	S	84
lahkumisavaldus	S	11
lahkunud	A	8
lahkunu	S	20
lahkuv	A	21
lahter	S	6
lahti	D	397
lahtine	A	75
laht	S	140
lahus	D/S	8
lahustuma	V	7
lahutamatu	A	11
lahutama	V	41
lahutus	S	16
lai	A	151
laialdane	A	16
laiali	D	122
laialt	D	13
laid	S	21
laiem	A	38
laiemalt	D	16
laiendama	V	31
laienema	V	24
laik	S	24
laim	S	6
laine	S	92
lainetama	V	6
laip	S	58
laisalt	D	11
laisk	A	24
laitmatult	D	8
laiuma	V	15
laiune	A	9
laius	S	9
laiutama	V	19
laiuv	A	6
lakkamatult	D	16
lakkama	V	19
lakkima	V	6
lakk	S/S	21
lamama	V	90
lamav	A	11
lammas	S	54
lammutama	V	20
lamp	S	28
langema	V	274
langemine	S	16
langenu	S	18
langetama	V	77
langev	A	18
langus	S	58
laokil	D	5
laotama	V	30
lapiline	A	8
lappama	V	6
lappima	V	9
lapp	S	17
lapselaps	S	16
lapsepõlv	S	71
lapsevanem	S	27
lapsik	A	14
laps	S	1281
lapsuke	S	8
las	D	80
laskemoon	S	18
laskma	V	734
laskmine	S	12
lask	S	15
laskuma	V	81
laskumine	S	11
lasteaed	S	57
lasteaiakasvataja	S	5
lasteaialaps	S	6
lastekodu	S	48
lasteraamat	S	11
lastetuba	S	8
lastevanem	S	8
lasuma	V	14
lasu	S	9
latern	S	27
latt	S	18
latv	S	16
lauajupp	S	5
lauakaaslane	S	5
laud	S	438
laug	S	20
laulev	A	12
laulja	S	37
laulma	V	145
laulmine	S	11
laul	S	136
laulukoor	S	5
laulupidu	S	11
lauluväljak	S	13
laup	S	36
laupäevane	A	12
laupäev	S	150
laureaat	S	11
lausa	D	205
lause	S	102
lausuma	V	263
laut	S	76
lava	S	73
lavastaja	S	73
lavastama	V	24
lavastus	S	43
lebama	V	51
lebav	A	10
leebe	A	33
leebelt	D	14
leebem	A	10
leebus	S	7
leedi	S	5
leedulane	S	7
leegionär	S	6
leek	S	22
leer	S/S	9
leevendama	V	29
legendaarne	A	11
legend	S	29
lehekülg	S	42
lehelugeja	S	5
lehkama	V	5
lehm	S	114
leht	S	199
lehvima	V	20
lehvitama	V	27
lehviv	A	5
lehv	S	5
leib	S	83
leidja	S	6
leidlaps	S	6
leidlik	A	5
leidma	V	1102
leidmine	S	55
leid	S	32
leiduma	V	112
leiduv	A	5
leige	A	13
leil	S	9
leinama	V	8
lein	S	11
leitnant	S	34
leiutaja	S	5
leiutama	V	20
leiutis	S	13
lekkima	V	10
leksikon	S	7
lektor	S	12
lelu	S	9
lemmik	S	21
lendama	V	188
lendav	A	23
lend	S	28
lendur	S	5
lennujaam	S	34
lennuk	S	122
lennutama	V	9
lennuvägi	S	7
lennuväli	S	38
leotama	V	8
lepe	S	30
lepik	S	8
leping	S	309
lepinguline	A	7
lepitus	S	6
leplik	A	10
leplikult	D	5
leppima	V	137
lepp	S	8
lesima	V	10
lesk	S	14
lest	S	9
lett	S	47
levima	V	74
levi	S	6
levitama	V	15
levitamine	S	6
leviv	A	10
libahunt	S	9
libe	A/S	35
liberaalne	A	14
libisema	V	87
libisemine	S	5
libisev	A	7
libistama	V	32
liblikas	S	21
lift	S	30
ligemale	D	17
ligi	D	286
ligidal	D	9
ligikaudu	D	29
liha	S	94
lihas	S	21
lihatükk	S	5
lihav	A	11
lihtne	A	158
lihtrahvas	S	6
lihtsakoeline	A	5
lihtsalt	D	438
lihtsam	A	48
lihtsamalt	D	5
lihtsameelne	A	6
lihtsus	S	10
lihtsustama	V	12
lihvima	V	9
liialdama	V	23
liialdus	S	6
liialt	D	38
liiatigi	D	5
liibuv	A	7
liiduvabariik	S	5
liiga	D/S	471
liige	S	411
liigitama	V	6
liigne	A	46
liig	S	34
liigselt	D	5
liigutama	V	58
liigutav	A	9
liigutus	S	72
liiklus	S	34
liik	S/S	54
liikuma	V	321
liikumine	S	97
liikuv	A	37
liilia	S	14
liimima	V	5
liim	S	9
liin	S	90
liiper	S	11
liiter	S	31
liitlane	S	20
liitma	V	22
liitmine	S	6
liitrine	A	9
liit	S	420
liituma	V	41
liitumine	S	57
liivakast	S	6
liivane	A	7
liivarand	S	7
liiv	S	71
likvideerima	V	20
likvideerimine	S	19
lilla	A/S	12
lilleline	A	7
lillepott	S	5
lill	S	121
limonaad	S	10
limusiin	S	10
lina	S	28
linavästrik	S	6
lindistama	V	10
lind	S	147
link	S	7
linlane	S	21
linnahall	S	5
linnajagu	S	6
linnake	S	10
linnakodanik	S	17
linnamaja	S	5
linnamüür	S	5
linnaosa	S	73
linnapea	S	141
linnapilt	S	8
linnarahvas	S	16
linnavalitsus	S	222
linnavolinik	S	6
linn	S	900
linnus	S	8
linnuvabrik	S	5
lint	S	27
lipakas	S	5
lippama	V	16
lipp	S/S	72
lipsama	V	15
lips	S	20
lipukandja	S	5
lipuvarras	S	6
lisama	V	518
lisamine	S	5
lisand	S	8
lisanduma	V	70
lisa	S	230
literaat	S	5
litsuma	V	12
liud	S	6
liuglema	V	8
liug	S	5
liuväli	S	12
loba	S	6
lobisema	V	22
loendama	V	5
loeng	S	44
loengusari	S	8
loetelu	S	11
loetlema	V	12
loetu	S	6
logisema	V	5
lohakalt	D	7
lohakus	S	7
lohe	S	6
lohisema	V	11
lohistama	V	15
lohk	S	9
lohutama	V	39
lohutus	S	19
loid	A	9
loik	S	8
lojaalne	A	11
lokkav	A	7
lokkima	V	9
lokkis	D	5
lokk	S/S	7
loksutama	V	6
lollakas	A/S	13
loll	A/S	62
lollitama	V	5
lollus	S	18
lomp	S	6
lonkama	V	9
lonkima	V	14
loobuma	V	157
loobumine	S	25
loode	S/S	6
loodetav	A	5
loodetavasti	D	32
loodetuul	S	5
loodu	S	46
looduslik	A	15
loodus	S	113
loogika	S	28
loogiline	A	31
loogiliselt	D	5
looja	D/S	21
loojang	S	6
loojuma	V	9
loojuv	A	6
looklev	A	11
loomaaed	S	28
loomakaitseselts	S	5
loomake	S	5
loomaliha	S	8
loomatohter	S	5
looma	V	262
loomine	S	103
looming	S	75
loominguline	A	25
loom	S/S	203
loomulik	A	78
loomulikkus	S	7
loomulikult	D	149
loomulikum	A	7
loomus	S/S	18
loopima	V	30
looritama	V	5
loor	S	10
loos	S	7
loosung	S	19
lootma	V	393
loots	S	12
lootusetu	A	37
lootusetult	D	16
lootusetus	S	8
lootusrikas	A	6
lootus	S	195
lootustandev	A	7
loov	A	8
loovus	S	8
loovutama	V	20
loovutamine	S	7
loss	S	44
loteriipilet	S	5
loterii	S	22
lubadus	S	58
lubamatu	A	13
lubama	V	552
luba	S	84
lugejakiri	S	5
lugeja	S	76
lugematu	A	12
lugema	V	542
lugemine	S	46
lugemissaal	S	6
lugupeetud	A	20
lugupidamine	S	15
lugu	S	400
luik	S	27
luiskama	V	6
lukk	S	37
lukku	D	18
luksuslik	A	8
luksus	S	9
lukustama	V	18
lumememm	S	6
lumesadu	S	7
lumetorm	S	7
lumine	A	18
lumi	S	154
lumm	S	5
lummus	S	10
lunastama	V	14
lurjus	S	10
lusikas	S	19
lust	S	18
lutikas	S	5
luts	S	26
luuavars	S	6
luukere	S	9
luuk	S	24
luulekogu	S	6
luule	S	38
luuletaja	S	28
luuletama	V	10
luuletus	S	69
luul	S	6
luuraja	S	5
luurama	V	10
luure	S	11
luu	S	16
luustik	S	9
lõbumaja	S	8
lõbu	S	25
lõbus	A	38
lõbusam	A	7
lõbustama	V	12
lõbutsema	V	5
lõhenema	V	6
lõhe	S/S	10
lõhestama	V	6
lõhkeaine	S	6
lõhkema	V	12
lõhki	D	28
lõhkine	A	5
lõhkuma	V	62
lõhkumine	S	10
lõhnama	V	67
lõhnav	A	14
lõhn	S	106
lõige	S	15
lõikama	V	143
lõikav	A	9
lõik	S	16
lõikuma	V/V	7
lõikuskuu	S	5
lõikus	S	14
lõke	S	26
lõks	S	16
lõng	S	18
lõoke	S	7
lõpetaja	S	14
lõpetamata	D	8
lõpetama	V	303
lõpetamine	S	51
lõpetanu	S	40
lõpetus	S	9
lõplik	A	55
lõplikult	D	71
lõpmatu	A	8
lõpmatus	S	14
lõppema	V	257
lõppemine	S	15
lõppkokkuvõte	S	10
lõpp	S	546
lõpptulemus	S	5
lõpujoon	S	5
lõpuks	D	383
lõpupoole	D	7
lõputu	A	36
lõputult	D	19
lõputunnistus	S	12
lõtv	A	21
lõtvuma	V	6
lõug	S	61
lõunalaud	S	8
lõuna	S	99
lõunasöök	S	12
lõunatund	S	5
lõvi	S	39
lõõmama	V	10
läbi	D	1012
läbielamine	S	7
läbielatud	A	6
läbikäimine	S	9
läbima	V	135
läbimine	S	5
läbimõõt	S	11
läbimärg	A	9
läbimüük	S	16
läbini	D	5
läbinisti	D	7
läbiotsimine	S	23
läbipaistev	A	24
läbirääkimine	S	134
läbisaamine	S	8
läbisegi	D	11
läbiv	A	8
läbivaatamine	S	9
läbivaatus	S	5
läbiviimine	S	18
lähedal	D	131
lähedale	D	28
lähedalt	D	17
lähedane	A/S	57
lähedasem	A	11
lähedus	S	69
lähem	A	44
lähemal	D	41
lähemale	D	76
lähemalt	D	37
lähendama	V	6
lähenema	V	96
lähenemine	S	31
lähenev	A	27
lähe	S	14
lähetama	V	5
lähikond	S	5
lähim	A	34
lähiminevik	S	6
lähis	S	5
lähistel	D	7
lähitulevik	S	16
lähiümbrus	S	5
lähtuma	V	86
lähtuv	A	6
lähtuvalt	D	13
läige	S	9
läikiv	A	30
läinud	A	5
läinu	S	83
läitma	V	9
läkitama	V	22
läkitus	S	10
lämbuma	V	12
lämmatama	V	17
läppuma	V	7
lärmakas	A	8
lärmama	V	5
lärm	S	16
läti	A	9
lätlane	S	22
lävima	V	7
lävi	S	21
lääge	A	7
läänemaailm	S	5
läänepoolne	A	6
lääs	S	145
lömastama	V	7
lösutama	V	11
löök	S	61
lööma	V	533
löömine	S	19
lühem	A	38
lühiajaline	A	12
lühidalt	D	43
lühike	A	136
lühinägelik	A	5
lühis	S	8
lükkama	V	183
lükkuma	V	12
lüli	S	5
lülitama	V	34
lüliti	S	7
lülituma	V	8
lüpsja	S	8
lüpsma	V	22
lütseum	S	6
lüüriline	A	5
maa-ala	S	21
maa-alune	A	17
maadlema	V	14
maadligi	D	7
maadlus	S	6
maaelu	S	15
maagia	S	6
maagiline	A	9
maailmakuulus	A	6
maailmameister	S	38
maailmarekord	S	9
maailmasõda	S	32
maailmaturg	S	6
maailmavaade	S	12
maailm	S	649
maainimene	S	15
maakaart	S	5
maakeel	S	5
maakera	S	15
maakond	S	85
maakonnakeskus	S	5
maakool	S	7
maalija	S	14
maalikunst	S	13
maaliline	A	10
maalima	V	50
maal	S	77
maamees	S	14
maamuld	S	6
maamõõtja	S	5
maandama	V	5
maanduma	V	32
maantee	S	107
maaomand	S	5
maaomanik	S	5
maapealne	A	5
maapind	S	30
maarahvas	S	37
maa	S	732
maas	D	38
maasikas	S	22
maastik	S	27
maatasa	D	6
maavalitsus	S	33
madalaim	A	7
madalal	D	8
madalale	D	6
madalalt	D	8
madalam	A	38
madalamal	D	5
madalamale	D	9
madal	A/S	109
madalrõhkkond	S	13
madrus	S	35
madu	S	28
maestro	S	22
maffia	S	8
magaja	S	13
magama	V	261
magamine	S	7
magamiskott	S	7
magamistuba	S	13
magav	A	14
magu	S	9
magus	A	48
magusam	A	5
magustoit	S	6
maha	D	631
mahajäetud	A	12
mahavõtmine	S	9
mahe	A	15
mahlakas	A	10
mahl	S	21
mahti	D	19
maht	S	59
mahtuma	V	108
mahukas	A	15
mahutama	V	17
maik	S	6
maikuu	S	23
maimuke	S	6
maine	A/S	64
mainima	V	58
mai	S	146
maitsekas	A	5
maitse	S	60
maitsestama	V	13
maitsev	A	12
maitsma	V	39
maiustus	S	5
majaelanik	S	11
majahoidja	S	5
majakas	S	6
majake	S	14
majand	S	10
majanduskriis	S	11
majanduslik	A	74
majanduslikult	D	20
majandusministeerium	S	28
majandus	S	129
majandusteadlane	S	5
majaomanik	S	16
majapidamine	S	17
maja	S	794
majesteet	S	8
major	S	21
makk	S	19
maksimaalselt	D	11
maksimum	S	5
maksma	V	669
maksmine	S	30
maks	S/S	132
makstav	A	8
maksuvaba	A	9
malbe	A	10
malelaud	S	6
malemäng	S	8
malend	S	6
male	S	7
maletaja	S	9
malev	S	18
mall	S/S	14
mamma	S	7
manama	V	19
maneer	S	9
manguma	V	8
manipulatsioon	S	6
manitsema	V	15
manner	S	14
mannetu	A	5
mantel	S	93
manu	D	11
manööver	S	7
margariin	S	6
marineerima	V	6
mari	S	36
markeerima	V	6
mark	S/S	129
marsruut	S	8
marssija	S	6
marssima	V	22
marss	S	13
maru	A/S	19
marutaud	S	9
masendama	V	8
masendus	S	10
masinavärk	S	8
masin	S	98
mask	S	34
massiivne	A	8
massiline	A	18
massiliselt	D	10
mass	S	32
mastaap	S	8
mast	S/S	21
matemaatika	S	25
matemaatiline	A	5
materiaalne	A	16
materjal	S	89
matkima	V	5
matk	S	16
matma	V	105
matmine	S	9
mats	A/S/S	5
matt	A/S/S	8
mattuma	V	12
matus	S	57
mausoleum	S	5
medal	S	40
meditsiiniline	A	9
meditsiiniõde	S	10
meditsiin	S	15
meede	S	18
meedik	S	11
meeldetuletus	S	18
meeldima	V	282
meeldiv	A	72
meeldivalt	D	14
meelega	D	21
meelehea	S	5
meeleheide	S	14
meeleheitlik	A	9
meeleheitlikult	D	10
meelehärm	S	5
meelekindlus	S	5
meelelahutus	S	15
meeleldi	D	17
meelemürk	S	6
meeleolu	S	48
meelepaha	S	6
meelepärane	A	12
meelestama	V	9
meelest	D	92
meeletu	A	34
meeletult	D	9
meelevald	S	10
meelitama	V	53
meel	S	500
meelsamini	D	10
meelsasti	D	15
meeltmööda	D	8
meene	S	42
meenuma	V	111
meenutama	V	265
meenutamine	S	9
meenutav	A	11
meenutus	S	15
meeskond	S	177
meeskonnaliige	S	5
mees	S	2406
meessugu	S	5
meesterahvas	S	21
meeter	S	170
meetod	S	54
mehaaniline	A	8
mehelik	A	17
mehelikkus	S	5
mehhanism	S	20
mehhiko	A	6
mehike	S	21
mehine	A	12
meiepoolne	A	7
meierei	S	6
meisterdama	V	19
meister	S	58
melanhoolne	A	6
memm	S	7
menetlus	S	12
mentaliteet	S	12
menukas	A	5
menu	S	6
menüü	S	6
merekool	S	6
merelaevandus	S	5
meremees	S	31
